run_id,Category,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
25,0 Star,m70do89y,25,https://www.speedrun.com/sm64/run/m70do89y,2023-06-11T23:16:22Z,413.83,413.83,8vo90m5x,Nicolascs83,Spain,N64,Yes
27,0 Star,yvpnp94y,27,https://www.speedrun.com/sm64/run/yvpnp94y,2023-08-01T03:33:25Z,414.66,414.66,8r2w1n3x,Kinosura,France,N64,Yes
28,0 Star,y2gkd4wz,28,https://www.speedrun.com/sm64/run/y2gkd4wz,2023-07-16T06:54:29Z,415.26,415.26,xzlelze8,xWicko,Australia,N64,Yes
29,0 Star,z5e9wp5z,29,https://www.speedrun.com/sm64/run/z5e9wp5z,2023-04-21T18:41:58Z,415.56,415.56,8wlk4n4j,Kaimatix,England,N64,Yes
30,0 Star,0y6j56jm,30,https://www.speedrun.com/sm64/run/0y6j56jm,2016-11-14T01:13:01Z,415.98,415.98,qxkovg98,gohanie,Japan,N64,Yes
32,0 Star,y9vkxnvm,32,https://www.speedrun.com/sm64/run/y9vkxnvm,2022-06-19T19:53:51Z,417.11,417.11,7j4mzd5j,Thomkar,Norway,N64,Yes
36,0 Star,y8dj04xz,36,https://www.speedrun.com/sm64/run/y8dj04xz,2021-05-22T04:46:11Z,419.05,419.05,qjned9qj,tami,Japan,N64,Yes
37,0 Star,yjdj0g3y,37,https://www.speedrun.com/sm64/run/yjdj0g3y,2022-07-31T21:44:30Z,419.08,419.08,j2ylqn68,Karin,Japan,N64,Yes
38,0 Star,mroenx2m,38,https://www.speedrun.com/sm64/run/mroenx2m,2022-12-20T01:18:39Z,419.16,419.16,zxzn3w9x,spener1122,Canada,N64,Yes
39,0 Star,yvv2386y,39,https://www.speedrun.com/sm64/run/yvv2386y,2023-10-15T06:24:41Z,419.68,419.68,8w139m3x,oatslice,Australia,N64,Yes
40,0 Star,mrlplj7m,40,https://www.speedrun.com/sm64/run/mrlplj7m,2023-08-22T20:04:12Z,419.76,419.76,86nnlvqx,Banova8,France,N64,Yes
41,0 Star,z5xlg2ny,41,https://www.speedrun.com/sm64/run/z5xlg2ny,2022-10-15T18:53:52Z,420,420,18q6977j,Burnito,France,N64,Yes
44,0 Star,m7pknkem,44,https://www.speedrun.com/sm64/run/m7pknkem,2019-04-26T11:46:52Z,424,424,zxzpz50j,Fafel,Japan,N64,Yes
45,0 Star,z5d68e5m,45,https://www.speedrun.com/sm64/run/z5d68e5m,2021-11-04T18:55:34Z,430,430,e8evzg7x,gamiru,Japan,N64,No
46,0 Star,y9x74r2y,46,https://www.speedrun.com/sm64/run/y9x74r2y,2022-08-05T00:55:36Z,434,434,8rpp0egj,Bluth,United States,N64,No
48,0 Star,z1p7x9jz,48,https://www.speedrun.com/sm64/run/z1p7x9jz,2022-07-10T21:37:48Z,435,435,kjpqrr4x,Goldrush,Japan,N64,Yes
52,0 Star,ywnvl3ny,52,https://www.speedrun.com/sm64/run/ywnvl3ny,2023-12-05T22:23:00Z,440,440,pj0l653j,FailmanFlo,Germany,N64,Yes
53,0 Star,oy2n26yd,53,https://www.speedrun.com/sm64/run/oy2n26yd,,441,441,,,,N64,Yes
